address,total_tokens_fdream,total_tokens_threebear,total_tokens_aistr,total_tokens_alch,total_tokens_ar,total_tokens_hard,total_holding_tokens,total_value_usd
0x15f700b0f42a10a69ac81a5cb85c2f9eda3e083c,0,0,0,0,0,2008.680050963429,2008.680050963429,3.582629083271055
0x685224c21bb56e6c0029d3f22a9af3bbc2c609bb,0,0,0,0,24597.918123651776,0,24597.918123651776,3.5774158261403066
0xa6adb403392ff70a0ef71a928a2b45da8b9d661c,6587.811458679897,0,0,0,0,0,6587.811458679897,3.5758257265879716
0xa999da9001c3eab298dd0c0c95de7aa8463e5f26,0,0,0,19920.082782128193,0,0,19920.082782128193,3.5745540318095452
0xc81027f0e75d9c762664e94c4e81325f52c33abe,6577.280482682298,0,0,0,0,0,6577.280482682298,3.5701095740941593
0x886f3e36211bfe593cb78fac53f7d082caa50361,0,0,2160.8979293819743,0,0,0,2160.8979293819743,3.5649652156130243
0x47fc0d51f45dcbd3864bbc252a89017fbd18a4f3,0,0,2160.785093303241,0,0,0,2160.785093303241,3.564779063046408
0x21d65987d8a3aff256b57b1ae86748bfad20c814,0,0,2160.3850391459637,0,0,0,2160.3850391459637,3.5641190692837856
0xebee993bc624a8f81c3c7322f7f1a70b8de0ac06,6565.167365757075,0,0,0,0,0,6565.167365757075,3.5635346447110012
0x613281e2a9d60a9623581afed183c6e3252e79ed,0,0,0,0,24424.640262070727,0,24424.640262070727,3.552215036332662
0x09fa1b1b7600d6d38bdb1356943435f798e7458d,0,0,2150.589515599933,0,0,0,2150.589515599933,3.5479587961697723
0xa8dbe55c94f0cb452b2a5c00b903daabc921b1c9,0,0,1017.1280875864214,5636.688898814729,5881.630465699372,0,12535.447452100521,3.5448915892905
0x906a4cf55dcec7596a976afc1adf49122357361e,0,0,0,11262.311824402963,10477.116645968017,0,21739.428470370978,3.5447095498551473
0x9872c6ec4d63dda94ed6c4cd873e88a643adb433,444.7912342435908,0,2000,0,0,0,2444.7912342435907,3.540952174073908
0x04478d9a1792d7026df479e29fef53f35244ac63,0,2567.8162595561043,0,6283.306998036265,0,0,8851.12325759237,3.539059858803557
0x7ca06dcd6900c5e28e440d23517296a37ec317b7,6487.441872248305,0,0,0,0,0,6487.441872248305,3.5213456991038514
0x08928dcb5bd0b58f8de51921eaade7da8146d259,0,3747.857141049108,0,0,0,0,3747.857141049108,3.5197837481443544
0xd6b8208dc94c9c101a6d586aa197c14a959f4639,6482.012715474943,0,0,0,0,0,6482.012715474943,3.5183987843984696
0xb51385c05cff1ac0a37769abf739e22e8b28bcca,0,0,2132.553335969924,0,0,0,2132.553335969924,3.5182034097032218
0x2decc637f1914d7511dc7b7a71fb2b77e1e26a5a,0,0,0,19597.069815127146,0,0,19597.069815127146,3.5165910546397785
0x09356aed1457d6ebb6cf6ad864ea318dcb815683,761.9852014248487,0,1272.1712302501273,3329.9359019242515,2782.4719403236395,0,8146.564273922867,3.5145899383125125
0xd78af541824923a4eee4dc5fc23934125664a8a7,281.7532165529628,0,1540.8260045922048,874.9276924689534,4525.20233498372,0,7222.709248597841,3.510055928967926
0xbb562edb5eefc3dea3a61740036cb24edfa02a3d,6454.454099494406,0,0,0,0,0,6454.454099494406,3.5034401280024183
0xb0c5f69693c250ac7b78a6749c590c2d9a9c4a62,0,0,2119.760281056423,0,0,0,2119.760281056423,3.4970979261225597
0x1e600795c09ac1627d438d52a73c4b1acc108e85,6442.421892019115,0,0,0,0,0,6442.421892019115,3.496909115797887
0x1c6ece988f5b9848245d778f037b98589440911c,0,3715.8476652564214,0,0,4.383922e-12,0,3715.847665256426,3.489722188047061
0xe66b7f976fe0441895946f3823859a09f3862c53,0,0,0,0,0,1956.5403711505278,1956.5403711505278,3.489634117148627
0x74ba0379908e33f1327cddcf76278ec7bcff3656,0,0,2113.5793844914706,0,0,0,2113.5793844914706,3.4869009237765676
0x359b957be88c0dca38718a2674c96b83f8f7416d,965.4207535694669,0,1162.6157330452486,3093.6200410448696,3343.4736818352585,0,8565.130209494844,3.483457233314684
0x59b6e2afee15cfc934176600d922231440637595,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x5193b0400b0fa1879f2cf017fd8a6c2424846646,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0xc59af5b5730fd0d7541af26d5e7f9dd13a514947,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x6e1439897528baf2d3da007585836a64298ff854,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0xfe16cf1d31c2056dd754e3a6b1438117db6d06f6,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x6a6fe07478f79967e0bc4f05b255383096691113,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x29feead5514c020dc2e603943d017e4512fcda7e,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x4b2ea6190b73c6226e7822b1da854e900f19579c,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0xc3b871e3f2f7c1c94fbef8f8d95237f7d13fcb12,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x6f2f4a8b40b9ffb662aca076f050ca3723247ca0,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x76d85a59088b1442b44d2d8c11de25cbfb5cf0fc,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x882e5f5bcb5c4cba2428043655523f54ea5afe88,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x44302d9b2fd4b779d7283438392607636505614d,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x42346678db8af1aea362a80ce1e26ba6ea1b51bc,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x8559d8305fbe44b586a007e961b1c1efbe587de4,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0xcce669357967f586a429e3230af2b8a54be082b4,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0xdb4a050be2afa534da940267c3e95ddb17a6ec5e,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x77d2e19a9cd5ac308246930e5b2dcc76fad6e594,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x930715929a28f977be9f150bd4181da727a43811,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x4eb859fc83977267fbb6ae1066a51fb4c9086c28,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x28a7bd2c148d2e65aa3e173c5006c5ca1bbed7eb,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0xe5b631166e2510bf0c3ed42106a7a043a18f5820,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x96acd8b634095a6bd20340976fcc65e5ecc6e9f3,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0xab410f667d17530d41c54fda6c6880481ec83735,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x8907bd578bf85ae8d6da99cab638142bddf6d2a5,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0x619836e90a888e20519f10fbc8a9f55086c13a20,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0xc875ec84448bb026aab70ce52d28b3091eb65e82,6409.999999999999,0,0,0,0,0,6409.999999999999,3.4793107014665443
0xaab0ae4a110e11a1c1ff191c408fa09bdcad7f53,0,0,0,0,23921.97388095943,0,23921.97388095943,3.479109391455865
0xa0d3230cb495f731b1896be3144b7b2b61c38caf,0,0,0,19378.652157039545,0,0,19378.652157039545,3.477397155253181
0x206f5d072b6087d6f19d19dab31bc9b7363b5867,1848.6343655878018,1279.932749950352,463.7405408920828,2822.5566549877217,0,0,6414.864311417958,3.477025273098195
0x4cb59c312519aa893cd486361e0e07b52da90f88,0,3699.3415179197086,0,0,0,0,3699.3415179197086,3.4742205115013065
0x173345ce6f4a86d1cf73f399e779a7076f5de448,1081.2007963419849,0,0,0,19807.582071226934,0,20888.78286756892,3.4675993750471825
0xf59632cfccf17d65f4282b0f881c4b3ca8c4aac1,0,3689.104131982971,0,0,0,0,3689.104131982971,3.4646061149841745
0xc8f0b93881d91faad2e33338110841c0f82549e9,0,0,2095.0299355567104,0,0,0,2095.0299355567104,3.4562987656079383
0xe73dc84089f7da0c176f09a3eb7a220185de0d53,6357.969173129074,0,0,0,0,0,6357.969173129074,3.4510686713981884
0x22b203fc22dd0519d282b9eb18cc1e7bfaf802b2,6354.781755680656,0,0,0,0,0,6354.781755680656,3.4493385597541444
0xa6d6783e521513c829ee60eed3df33236f4a573f,6352.262696105635,0,0,0,0,0,6352.262696105635,3.447971228874737
0x818d48cf7c86776ff4b340d15f2b029d510ad5de,0,0,2086.9392235191626,0,0,0,2086.9392235191626,3.4429510241014025
0xc5f793af692300fa25a2802f0578c30384553959,6338.017351876381,0,0,0,0,0,6338.017351876381,3.4402389389179637
0x745611da52b612ad54492e16f4f12c5b2eb8553b,0,0,2083.4022894936165,0,0,0,2083.4022894936165,3.437115928144512
0x978af4969954805b6cb141f5c77710ab0f3a9f23,0,0,0,0,23601.515177608402,0,23601.515177608402,3.432503250593478
0x39bda5095ed65f1ad5b9d6ece617ca0ec09f6c33,3074.518449347442,0,745.2158772911916,1657.447553156479,1625.839445022316,0,7103.021324817429,3.432134209969392
0xc668249b920a27bf0ecca90ca1d6cc8d404d43c7,0,0,0,19082.152591344806,0,0,19082.152591344806,3.4241918684290322
0x27756334f9dd3c3c0820e2f714a487158d2d4340,6302.655178469889,0,0,0,0,0,6302.655178469889,3.421044556958474
0x3c1f72c28718e3e4e4fa4906aa39e05e65ddbe10,6300.931949751645,0,0,0,0,0,6300.931949751645,3.420109198437342
0x175619a25a3650bed008ea2eeb27f125191e64ae,0,3641.550959103983,0,0,0,0,3641.550959103983,3.419946759311587
0xf646f5b9baa4a49c48e4711e811465991e732b37,0,0,0,19049.599376092785,0,0,19049.599376092785,3.41835036525356
0xd87be4b3b27f53a53735fcbe1842ca884916b528,6292.659924863018,0,0,0,0,0,6292.659924863018,3.4156191914610865
0x4552d1e38f0accabac8c4a0a175bc827fcb1024d,6280.136283416652,0,0,0,0,0,6280.136283416652,3.4088214317566137
0x1a8c435a0c27b38f0efdbcd48d4af871a5cacce4,0,0,2064.148409711187,0,0,0,2064.148409711187,3.4053516274079256
0x32bf36df9c4aa1d2344d38245d28839c0f1b93fb,6249.129274177558,0,0,0,0,0,6249.129274177558,3.3919910075653417
0x21d0401a48fc02893226044efdc8ad49d9e5f4d7,6245.948713344117,0,0,0,0,0,6245.948713344117,3.39026461765201
0xc26ef9e8b5b783aae49bd37fcf94b16b70579c89,6244.140597953965,0,0,0,0,0,6244.140597953965,3.3892831831393044
0xcb079bab7d6b1c6f6254b0e018df105ead555674,6239.606617623104,0,0,0,0,0,6239.606617623104,3.386822164998056
0xaf3448efb5f2cbc5dd84e1bcd8b5c955f6394b0b,0,0,0,18854.71336905738,0,0,18854.71336905738,3.3833790968200437
0x7b5f87a0569bf09bb3665e55bc407503fb38fa27,0,0,2050.8245756324645,0,0,0,2050.8245756324645,3.383370485039563
0x40fec8a327945da087fb4125b3f135bbf61da027,0,0,0,18852.6674879033,0,0,18852.6674879033,3.3830119742127787
0xc7b27ce1abc3f5206c0936f200f862fcb23babe3,6230.433210868488,0,0,0,0,0,6230.433210868488,3.381842893189906
0x8d14af59596b7651851bc587343b2401f6e520e2,6224.701459217147,0,0,0,0,0,6224.701459217147,3.3787317317454977
0x87ee43d0d7ad38d64ee1db6628326d247774a17b,6223.953632780474,0,0,0,0.38554531880511705,0,6224.33917809928,3.378381887966488
0xc00c993c9b71e11b5f797495f4d0fe2c40987934,1753.1343414996052,0,1184.2510295568911,2625.3821333307483,0,0,5562.767504387244,3.3764333382717395
0x140ff1346903856e5e6732d11a54f0517d92ca5c,0,0,2046.2487953397927,0,0,0,2046.2487953397927,3.3758215409844734
0xaf2c64640431f4cb5f9bbea68ba610a10c53d90e,6206.8629472466155,0,0,0,0,0,6206.8629472466155,3.3690490912466973
0xef526a5e6338a5c23870c756b1d0d5b2e0422ff3,6203.258305029964,0,0,0,0,0,6203.258305029964,3.367092512426205
0x1d4b5d4186d4a5406139f42b7d8f7a72c69e5c7b,0,0,2040.1584680256688,0,0,0,2040.1584680256688,3.365773956259933
0x98423ab28a1b739f7b39ce83d91ff2b469b61d8d,0,506.9844619447015,0,16091.87538298641,0,0,16598.859844931114,3.3637346132174857
0x8bf721da5144d66fc38757f2eb9c13153a5be1e8,6193.744027035738,0,0,0,0,0,6193.744027035738,3.361928217692658
0x6c34c667632dc1aaf04f362516e6f44d006a58fa,0,0,0,18715.67891983134,0,0,18715.67891983134,3.3584300965333966
0xdf99e2a50f8a5568ff66ce4639810d346c29f6be,0,0,0,18714.922731833532,0,0,18714.922731833532,3.3582944025764014
0xa40da2948f6994c91ffd666f61f9c67329105ec4,0,0,2034.215444013054,0,0,0,2034.215444013054,3.3559693867833063
0xa598cd4cab387b1120b59d8612ea57e81d188e83,6181.172921277117,0,0,0,0,0,6181.172921277117,3.3551046946356786
0xa5ad082f972da071c48a3a035392f03c46f6600a,0,0,0,18668.368827486753,0,0,18668.368827486753,3.349940549417289
0xfb3bc497984f85420539c32df5ba90678e2ab262,6167.590327340773,0,0,0,0,0,6167.590327340773,3.3477321416814827
0x80bc8593fe2ca42474d4510066431981d6181941,3420.2690339981145,0,0,0,10251.647997809216,0,13671.91703180733,3.347457893068656
0x11b11dc907cbcc13818eb7f14ef810bbc3ca5d93,0,0,0,0,23015.09859123899,0,23015.09859123899,3.347217334678019
0x2f70cfeb4d49fa9b5daf24c85e825e80e3456b47,0,0,2028.8164966428978,0,0,0,2028.8164966428978,3.3470624137542577
0x69250edabf5994a19dd331a1a919d63dfd005f3a,0,0,2026.982354345066,0,0,0,2026.982354345066,3.344036517249222
0xb33b22bbe467d894105f0ef6a41b25af8468b62d,0,0,0,18630.610175426747,0,0,18630.610175426747,3.3431649579986695
0x5b049337a5dc33aea2375ebaf7e3146d7c2feba7,731.7745456513585,0,1464.0220791035053,0,3626.633979395607,0,5822.4306041504715,3.339931661578479
0xbae0647f4750aa53e9fcafc67fde8d47da063770,653.048101287611,0,1137.0555484331949,3459.589693742948,3337.214346018211,0,8586.907689481965,3.3364959759269097
0x11e468a02f90affcaff6042b25cf41fae1813793,0,0,0,18588.627728656924,0,0,18588.627728656924,3.3356314288458218
0xbc23870bb364b7e2458c3369f43faf44a6b8697e,0,0,0,12020.01079546868,8102.596915475109,0,20122.60771094379,3.3353346666891444
0x2d457cc3908c54b8db7c7b31829a807dc6d9b77a,0,0,0,18584.683039711264,0,0,18584.683039711264,3.334923575172262
0xdf809df839c8bb8b9c1e22a02970949633e56fe9,0,0,2020.8319555698595,0,0,0,2020.8319555698595,3.3338898289685632
0x21245c5e0e7f12c61eb71e907305f47096d3242f,0,0,0,0,0,1868.9114587946071,1868.9114587946071,3.3333414861787745
0x74d9f698d5c32c5a5183b07e1baa4045d0d27e02,1092.7710795929042,0,1657.112658532932,0,0,0,2749.8837381258363,3.3269896865523565
0x2eb33e5690dc8e1b80e52a897dfeb553088ae787,0,0,2014.0120077601293,0,0,0,2014.0120077601293,3.322638544776284
0x91109b6dbf893f28b3623ecd16f634a1f8d5b6f5,6114.746322643101,0,0,0,0,0,6114.746322643101,3.3190487234204906
0x8ce0d1a7f2d1c54ebcc9d7bad9439ac2068609f9,6112.184046984483,0,0,0,0,0,6112.184046984483,3.3176579351023725
0x571924d650936c6f39f409faded18e08dbdb3903,0,0,2009.6615724725903,0,0,0,2009.6615724725903,3.3154613661312533
0x069cf6394107260a843879cd487e7c4884c36d91,0,3525.786019464077,0,0,0,0,3525.786019464077,3.3112266192916837
0xc91df240e09bb6b176adadbec622b2cbd2452f43,0,0,0,0,22747.788524043597,0,22747.788524043597,3.308340903751455
0x582217bb3834b3bc4d5cf38a084776b8085efb77,6090.170040588457,0,0,0,0,0,6090.170040588457,3.3057088605257974
0xc78a2c54177aae1ada1b5925bc825b55066e741b,0,0,2003.7333966850824,0,0,0,2003.7333966850824,3.305681292677923
0x1cf885f746fd71edd585081b742b8050814ae045,973.1987845911023,1214.666506889108,584.0314618842579,3743.2181765903456,0,0,6515.114929954814,3.30420856543973
0xc7228dd3ae3144e5521fccf6c7b49d42c9c2710d,0,0,0,0,22690.457120894298,0,22690.457120894298,3.300002870104456
0x6d261200ce25d6371fe6cd2b6ff65bc64f6bbd4b,0,0,2000.1076797503883,0,0,0,2000.1076797503883,3.2996997261364895
0x88ab514f91e8c8809e71d8d421561f938f11c2a7,0,0,2000.000000000009,0,0,0,2000.000000000009,3.2995220802795022
0x838db5e34dd5081f0da5269721ccf007fd506379,0,0,2000,0,0,0,2000,3.299522080279487
0xa9e9e0414d52658515eb9db6dcdc6055396a031a,0,0,2000,0,0,0,2000,3.299522080279487
0x306e27a572ae59a17fabcb8fb8da1609ec21cf1b,0,0,2000,0,0,0,2000,3.299522080279487
0x4421cb5ea7fb25d4c4d87ecbdf4f5586cd3f07e0,0,0,2000,0,0,0,2000,3.299522080279487
0x671c0126233f95240b7d4e31c83c59a679d1af4d,0,0,0,0,22670.917149072433,0,22670.917149072433,3.2971610603185026
0x5ae0103817f40fbe24778658e73aeb85055f8807,0,0,0,11783.588566714581,8083.437381690471,0,19867.02594840505,3.290123461332337
0xd6b3fce9e495ce7852bfd5253222b32fdfb43350,0,0,0,18320.85589207474,0,0,18320.85589207474,3.2875811818398883
0x864839499717cbd82f60cfed9a360760101ab3d0,0,0,0,0,22599.720796844704,0,22599.720796844704,3.286806567879647
0x2ab8b5822419461f9c55ce42bd6162fdea58c0ae,0,3499.413590326831,0,0,0,0,3499.413590326831,3.2864590670657248
0xb460f3db45cf50f349e867ec1b504c6a5d263c71,0,3497.613009002096,0,0,0,0,3497.613009002096,3.284768058938814
0x222e003b7230366f5a19fa54fac976e74ea14115,6049,0,0,0,0,0,6049,3.2833620020547785
0xe054f486cc005bf8823319a179c72def21af8752,2164.990400846804,0,748.8972353384653,4829.392805612028,0,0,7743.280441797297,3.277254799594866
0xeab50a1c10dd8d8feea28868ca2dfeeb620a44ec,0,0,1982.7483956076933,0,0,0,1982.7483956076933,3.271061055473156
0xafd22ea34d87534077e62894c49e8a108fa85b24,0,3482.380727410706,0,0.001854585308285359,0,0,3482.3825819960143,3.2704630606679204
0x28f618a66572a445ccd8072f473e7479d8c28824,6020.494705116729,0,0,0,0,0,6020.494705116729,3.267889493858862
0xfe38b737537065f6d9e157d8c3c639fa042382cd,6019.114857295244,0,0,0,0,0,6019.114857295244,3.2671405204904245
0x52fed594645e7490bbc5f35bfb349091df9f26b5,0,0,0,0,22448.228081302575,0,22448.228081302575,3.2647741163770023
0xcceda6e754e9d0f72cefef34d58ba3b792941602,0,0,1975.9417914659678,0,0,0,1975.9417914659678,3.2598317851444834
0x0307758c366b7c6f6e9846a20c9fba0c5fa2036c,6003.996425065822,0,0,0,0,0,6003.996425065822,3.2589343234474875
0xb538dd31ddd4533e8865e7a821d58b9c6ca780fb,6002.037599421726,0,0,0,0,0,6002.037599421726,3.2578710842858944
0x1f24e7add3c7b5288d4250d353069b25c1e8f381,6000.934688269566,0,0,0,0,0,6000.934688269566,3.257272430530126
0x663521b2457586cc0e413b231497bb68462d2146,0,3461.4358709814187,0,0,0,0,3461.4358709814187,3.250792456970188
0xfa920397df2df8c2a74bb0b871b5e6d29edeb213,0,0,1969.1157084002632,0,0,0,1969.1157084002632,3.248570379245926
0xca8ee8204d6b726c21b7ff3148441cac31499ce6,0,0,1965.733651440573,0,0,0,1965.733651440573,3.2429907934382958
0xfade41403a1eee72d805c42f1eaf5f53a54d0e0d,5969.830412019125,0,0,0,0,0,5969.830412019125,3.2403892103710725
0xabcb2cdac6afbb55322932ac0e77f39eb97e1ec0,5967.585843680351,0,0,0,0,0,5967.585843680351,3.2391708717374894
0x7d99eb04bb36e916f608485e1f2e9324d6024cfe,0,0,0,0,22215.23806239513,0,22215.23806239513,3.2308890462347946
0x1242d9b90e00d3c416988e32d5b913466535f517,5941.744625696583,0,0,0,0,0,5941.744625696583,3.225144408980882
0x41477a57a8916237a8ff512ba3d9bf487d9cbb79,0,0,0,17965.46806819676,0,0,17965.46806819676,3.223808706966502
0x867cbd05d7963980bf94c28f824683da5b8669e7,0.5751284102514099,412.50699928196565,0,0,0,1590.069582144607,2003.151709836824,3.223722756788657
0xbc61542ac3ada9aee6fd958419a76855ad0e6b4a,5934.7194171549745,0,5.403306718e-09,0,0,0,5934.719417160378,3.2213311666717224
0xa5017dfe4a711a84a5ba9ee9730a3bc360a31aa1,0,0,1950,0,0,0,1950,3.2170340282725
0x546971abf7aea7dcf927493ab500430e1eb31c67,0,0,0,0,22110.202559460242,0,22110.202559460242,3.2156131326954056
0x74c06beceb0b65fe67954b1f9ec057f068b1a914,0,3423.3458628094454,0,0,0,0,3423.3458628094454,3.2150203913111253
0x8dd5a4fdd3506a722f38422e4fd5de04d971ffb0,5922.31905358047,0,0,0,0,0,5922.31905358047,3.2146003214698515
0x2cecfc0a76965ce37f8a9c7865a717b00fa59201,5916.207961455514,0,0,0,0,0,5916.207961455514,3.211283256223673
0x25e48ba0790773ec4443985647cf34b03685754f,0,0,0,17862.65835088782,0,0,17862.65835088782,3.2053600442006234
0x3bbf2fce35cadfc85c85ad893a64e5bd95d0079e,0,0,1940.997629430226,0,0,0,1940.997629430226,3.202182268037586
0x3d4b04570d61f42577859c3fa7ac839b8948054c,5894.2776282681525,0,0,0,0,0,5894.2776282681525,3.199379598977883
0xd7586cbab94c888b14cbcbc9d701383abe32ec4b,0,0,1937.6489423094692,0,0,0,1937.6489423094692,3.196657734490144
0xd0923537d9819782b387a07e8f9858ee713847b0,5883.560718188396,0,0,0,0,0,5883.560718188396,3.19356252254619
0xaa9338d2da65f321e43680675d84411cb85f1866,0,0,1931.0417279938083,0,0,0,1931.0417279938083,3.185757409728313
0x2831cfb4f330e3b6b10057bf300a804163b597bc,0,138.0338263890407,0,317.80400499722015,0,1680.5572292659197,2136.3950606521803,3.184059944509779
0xefe5d68fb66889aef6afdd215d515c010fe010b3,5862.309606478998,0,0,0,0,0,5862.309606478998,3.182027542766382
0x073c6499df0ba1316e0e3d0767907388f9910885,0,0,0,10939.51145925685,8377.91901992846,0,19317.43047918531,3.181486413907753
0xaf4e21c99b6fb7dafe14fcf9f7f4af9331400769,0,0,0,0,21837.029346990028,0,21837.029346990028,3.1758839910397603
0xccfcf7ef59881cadd0eec79db69e7458c6819e82,5836.3658035993185,0,0,0,0,0,5836.3658035993185,3.167945397525195
0xe0ec348f3101d66276ea61460268f56ac4ed1fac,5811.463887703822,0,0,0,0,0,5811.463887703822,3.154428782476487
0xfc36db952de0156ad45a9c6654cab1ba07dadec2,155.25034538899175,0,137.36421421244677,14805.796106657976,1267.9718602589955,0,16366.38252651841,3.152117708252188
0x130cc6c031a0c4d5d71037555c88503b20a33695,5798.352192937379,0,0,0,0,0,5798.352192937379,3.1473118308516432
0xc23b09841157a38a7ba064e4d1e9130d6b0f61e0,0,3351.000118551957,0,0,0,0,3351.000118551957,3.147077199961618
0xd7c70b9446fa5f5c880b3d4dc890cb0c57199dba,1019.5763489377285,0,1570.8973310952051,0,0,0,2590.4736800329338,3.1450253243888637
0xe5845761e7773976055f2559ca54be41f09d9e88,5793.547817868745,0,0,0,0,0,5793.547817868745,3.1447040440201053
0x0994f5a3d2fa3ea77b2504783b4f8d1fdb562c54,0,0,1740.6004604042423,1513.1116971335168,0,0,3253.712157537759,3.143094757779691
0x4c8736f7dc3e64295eeb1f53aa900824e7165d5a,0,0,0,0,2859.1062269950153,1529.0340275112753,4388.14025450629,3.1429611695841646
0x917aa6e8a241802e29ff570432763a90078bbefb,5777.150216732575,0,0,0,0,0,5777.150216732575,3.135803521537819
0xa0a83ab4894ca31db593878647d7ee40614d5e5a,5773.681835195921,0,0,0,0,0,5773.681835195921,3.1339209042215552
0x8b478359b5593747473e67f78b1f0048c1c523ed,0,0,545.7140974822124,12445.89606737549,0,0,12991.610164857702,3.1336484135875793
0xab73ae4119516effbbc6febf8a193136c5dd2592,0,0,1896.5881581953092,0,0,0,1896.5881581953092,3.128917252581014
0xd7402e57504a353e9d242351cbefe21581e7042e,1408.9234009817053,0,1102.4301624046557,3030.5485627966395,0,0,5541.902126183,3.127317747457603
0xe7a62d232b0189be0863bdef33cec57baaebd551,5758.076525526705,0,0,0,0,0,5758.076525526705,3.1254504329373427
0x39f0b45e7c7155003eff81a084d0ea3a24121dac,5750.89067620706,0,0,0,0,0,5750.89067620706,3.121549995739688
0x9f0fe6187150a0b5d7515df75f635b7c20c34116,5746.58517756596,0,0,0,0,0,5746.58517756596,3.1192129961301513
0xc1c03ef6bf6f83843d6cf285b4f0c6aee83c3d90,0,0,1888.0783787039015,0,0,0,1888.0783787039015,3.114878149915909
0x3c5ed54cddc59915f925c0152fd2bdf661c70bc5,5737.33458110889,0,0,0,0,0,5737.33458110889,3.114191826200661
0x033278e599b78884e8195de12ede8bbcfcc674fb,0,0,1886.732907016828,0,0,0,1886.732907016828,3.112658443145964
0x86639ef7013a4706a6690915e85d982a522ce85f,683.9072949232502,0,1660.8189072083464,0,0,0,2344.7262021315964,3.1111752280016507
0x7da8aaabb8080419ba604fcf102f75a9922cadca,5727.963728122598,0,0,0,0,0,5727.963728122598,3.1091053817268586
0xe1a57cf95dc61f50ae58602999f35445c293c0b3,5720.894052379985,0,0,0,0,0,5720.894052379985,3.105268002870825
0x2a0c8a56e95881b453233ae63684add838a8cb91,5654.658599342892,0,0,177.59325457053967,0,0,5832.251853913432,3.1011839593750126
0xe3f84fe0df32c18004a7a472cfbc1f67e8887678,0,0,0,17278.304289393778,0,0,17278.304289393778,3.1005007828529827
0x4bb50dea420c59146135eebdcca78b9dfbffe69f,0,0,0,0,0,1736.7248167674925,1736.7248167674925,3.0975768566056683
0xe0586775fcc0873c9206881a7dae4a93d2aea4ae,0,3297.019192816467,0,0,0,0,3297.019192816467,3.0963812481248896
0x86bd75e36ea5ebe1ece6f7d994d1d7291421a181,5700.354007379751,0,0,0,0,0,5700.354007379751,3.094118985963194
0x723243e7d7a17877e4b8b359fdcde511266508d9,1640.5941240902644,0,731.4087645088952,4200.765494713599,1656.2518553085804,0,8229.020238621339,3.091838065021163
0x99daead130704954687f88df6b6724b6867e4279,0,0,1874.002467729703,0,0,0,1874.002467729703,3.091656260386201
0x3d09bcb61aaa4f09f282bca59bd797f0c16f259f,0,0,1873.1759732741004,0,0,0,1873.1759732741004,3.0902927420334563
0xf3d070257d19aa61f4c3c27343aa7ffa26f5af02,0,0,1873.0234058830126,0,0,0,1873.0234058830126,3.090041042295644
0x46b6baa8196f1bc97849ebf3cde3b0d85f7e660a,0,0,1868.1884695223907,0,0,0,1868.1884695223907,3.082064552656335
0x403864ad362c0c39fe13be720ed6ea21107653a1,0,3280,0,0,0,0,3280,3.080397747146203
0x9cce1ac5db3c2076865cf55c8908d126b07f178e,0,0,0,0,0,1726.4238094151674,1726.4238094151674,3.079204249923122
0x7c2a994049b6374d4902f9e9fdbc557cfefa1721,5667.677072690223,0,0,0,0,0,5667.677072690223,3.0763821359543955
0x05e5e12a24050887ef56f5888fa92a727a6a59ad,0,0,1862.967459791398,0,0,0,1862.967459791398,3.0734511342119526
0xfa1c62de8e04f7c966788d5f6fba19caa915f7c8,0,0,0,0,21074.30377627853,0,21074.30377627853,3.0649564518086425
0x4301b98588a2e408b3ec541c12c4eb4ed499ca0f,0,0,0,0,21054.748871804473,0,21054.748871804473,3.0621124702817304
